 TIME                    	Tair                     	Tsky                     	I                        	Ib                       	Id                       	It                       	Vent                     	humidity                 	
  +4.6050000000000000E+03	  +2.1650000000000002E+01	  +9.8124536301975809E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.6000000000000001E+00	  +6.3500000000000000E+01	
  +4.6060000000000000E+03	  +2.0550000000000001E+01	  +8.7664889443491916E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.6000000000000001E+00	  +6.6500000000000000E+01	
  +4.6070000000000000E+03	  +1.9450000000000003E+01	  +7.5914502216267579E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7000000000000002E+00	  +6.9500000000000000E+01	
  +4.6080000000000000E+03	  +1.8300000000000001E+01	  +6.9875792776439312E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.8500000000000001E+00	  +7.2500000000000000E+01	
  +4.6090000000000000E+03	  +1.7400000000000002E+01	  +6.6553908275213303E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7500000000000000E+00	  +7.5000000000000000E+01	
  +4.6100000000000000E+03	  +1.6800000000000001E+01	  +5.9118078564937377E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4500000000000002E+00	  +7.7000000000000000E+01	
  +4.6110000000000000E+03	  +1.6150000000000002E+01	  +5.0753392036681362E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+00	  +7.9500000000000000E+01	
  +4.6120000000000000E+03	  +1.5450000000000001E+01	  +4.1764568000489817E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.3500000000000005E+00	  +8.2500000000000000E+01	
  +4.6130000000000000E+03	  +1.5250000000000000E+01	  +3.8201568256065457E+00	  +5.4000000000000000E+01	  +0.0000000000000000E+00	  +5.4000000000000000E+01	  +4.8464318164425748E+01	  +2.9000000000000004E+00	  +8.3500000000000000E+01	
  +4.6140000000000000E+03	  +1.5650000000000000E+01	  +4.0481872025594043E+00	  +2.4120000000000002E+02	  +1.7876442591399357E+01	  +2.2332355740860066E+02	  +2.0013758742265836E+02	  +1.3000000000000000E+00	  +8.2000000000000000E+01	
  +4.6150000000000000E+03	  +1.6600000000000001E+01	  +4.8926513928234954E+00	  +8.6400000000000000E+02	  +4.0590285478078107E+02	  +4.5809714521921893E+02	  +5.2772529281976460E+02	  +9.0000000000000002E-01	  +7.8500000000000000E+01	
  +4.6160000000000000E+03	  +1.8150000000000002E+01	  +4.8646134188830956E+00	  +1.5012000000000000E+03	  +9.5141077547862403E+02	  +5.4978922452137601E+02	  +1.1727405669649554E+03	  +1.1500000000000001E+00	  +7.3500000000000000E+01	
  +4.6170000000000000E+03	  +1.9900000000000002E+01	  +4.9725261765775599E+00	  +2.1635999999999999E+03	  +1.5225796151186948E+03	  +6.4102038488130506E+02	  +1.9578936394794100E+03	  +1.5500000000000000E+00	  +6.8000000000000000E+01	
  +4.6180000000000000E+03	  +2.1550000000000001E+01	  +7.3559250590188867E+00	  +2.4084000000000001E+03	  +1.4954149711830435E+03	  +9.1298502881695663E+02	  +2.3479149866684934E+03	  +2.3000000000000003E+00	  +6.2500000000000000E+01	
  +4.6190000000000000E+03	  +2.2950000000000003E+01	  +9.4481288825141974E+00	  +2.7828000000000002E+03	  +1.7914137141511319E+03	  +9.9138628584886828E+02	  +2.8219995472373284E+03	  +3.1500000000000004E+00	  +5.8000000000000000E+01	
  +4.6200000000000000E+03	  +2.4150000000000002E+01	  +1.1359942612485384E+01	  +2.9340000000000000E+03	  +1.8488790309203421E+03	  +1.0851209690796579E+03	  +3.0206553749168143E+03	  +3.9500000000000002E+00	  +5.4000000000000000E+01	
  +4.6210000000000000E+03	  +2.4950000000000003E+01	  +1.3730496201117830E+01	  +2.3975999999999999E+03	  +9.9164688815545207E+02	  +1.4059531118445479E+03	  +2.3918843549461931E+03	  +4.0499999999999998E+00	  +5.1000000000000000E+01	
  +4.6220000000000000E+03	  +2.5300000000000001E+01	  +1.4895113410391843E+01	  +2.0952000000000003E+03	  +6.2505364671125790E+02	  +1.4701463532887424E+03	  +2.0285604915472256E+03	  +3.1500000000000004E+00	  +5.0000000000000000E+01	
  +4.6230000000000000E+03	  +2.5450000000000003E+01	  +1.5149610850632371E+01	  +2.0160000000000000E+03	  +7.8389737790198217E+02	  +1.2321026220980179E+03	  +1.9309922515179348E+03	  +3.3000000000000003E+00	  +5.0000000000000000E+01	
  +4.6240000000000000E+03	  +2.5500000000000000E+01	  +1.4650635370962277E+01	  +1.8324000000000001E+03	  +8.4055395261605088E+02	  +9.9184604738394921E+02	  +1.6691792733717161E+03	  +3.4000000000000004E+00	  +5.0000000000000000E+01	
  +4.6250000000000000E+03	  +2.5200000000000003E+01	  +1.4628111534765935E+01	  +1.1664000000000001E+03	  +3.3093494979920621E+02	  +8.3546505020079394E+02	  +9.9332764658378005E+02	  +3.1500000000000004E+00	  +5.1500000000000000E+01	
  +4.6260000000000000E+03	  +2.4550000000000001E+01	  +1.4301670080474310E+01	  +8.4960000000000002E+02	  +3.8467412586326395E+02	  +4.6492587413673607E+02	  +5.2638533502770133E+02	  +3.6500000000000004E+00	  +5.4500000000000000E+01	
  +4.6270000000000000E+03	  +2.3750000000000000E+01	  +1.3116134977832360E+01	  +4.2119999999999999E+02	  +2.2743065663508330E+02	  +1.9376934336491669E+02	  +1.4538730336087718E+02	  +3.5500000000000003E+00	  +5.8000000000000000E+01	
  +4.6280000000000000E+03	  +2.2750000000000000E+01	  +1.2387483699403560E+01	  +5.0399999999999999E+01	  +0.0000000000000000E+00	  +5.0399999999999999E+01	  +4.5233363620130696E+01	  +3.6500000000000004E+00	  +6.2000000000000000E+01	
  +4.6290000000000000E+03	  +2.1750000000000000E+01	  +1.1583624978051148E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +4.0000000000000000E+00	  +6.5500000000000000E+01	
  +4.6300000000000000E+03	  +2.0850000000000001E+01	  +1.0768165471964664E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +3.7500000000000000E+00	  +6.8500000000000000E+01	
  +4.6310000000000000E+03	  +1.9950000000000003E+01	  +9.8839734023112555E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.6500000000000004E+00	  +7.1500000000000000E+01	
  +4.6320000000000000E+03	  +1.9050000000000001E+01	  +8.9266597597918462E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7500000000000000E+00	  +7.4500000000000000E+01	
  +4.6330000000000000E+03	  +1.8300000000000001E+01	  +7.9945813395351024E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.6000000000000001E+00	  +7.6000000000000000E+01	
  +4.6340000000000000E+03	  +1.7699999999999999E+01	  +7.1808761336656062E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.6000000000000001E+00	  +7.7000000000000000E+01	
  +4.6350000000000000E+03	  +1.7150000000000002E+01	  +6.4834478307485028E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.6500000000000001E+00	  +7.9500000000000000E+01	
  +4.6360000000000000E+03	  +1.6600000000000001E+01	  +5.7942266558959545E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.4500000000000002E+00	  +8.2500000000000000E+01	
  +4.6370000000000000E+03	  +1.6500000000000000E+01	  +5.6022068711888551E+00	  +6.1200000000000003E+01	  +0.0000000000000000E+00	  +6.1200000000000003E+01	  +5.4926227253015853E+01	  +1.3500000000000001E+00	  +8.4000000000000000E+01	
  +4.6380000000000000E+03	  +1.7150000000000002E+01	  +6.2779983082709805E+00	  +3.7800000000000000E+02	  +1.7545477900940000E+02	  +2.0254522099060000E+02	  +1.5940085122620729E+02	  +1.5000000000000000E+00	  +8.3500000000000000E+01	
  +4.6390000000000000E+03	  +1.8250000000000000E+01	  +7.3898447563985883E+00	  +8.2439999999999998E+02	  +3.5057308403208219E+02	  +4.7382691596791778E+02	  +5.2613994326859836E+02	  +2.2000000000000002E+00	  +8.1000000000000000E+01	
  +4.6400000000000000E+03	  +1.9350000000000001E+01	  +9.1138226850619048E+00	  +1.0476000000000001E+03	  +2.1897409804956109E+02	  +8.2862590195043902E+02	  +9.1007780214442141E+02	  +3.1500000000000004E+00	  +7.7000000000000000E+01	
  +4.6410000000000000E+03	  +2.0400000000000002E+01	  +1.0758103543462767E+01	  +1.5228000000000000E+03	  +4.1495258148976569E+02	  +1.1078474185102343E+03	  +1.3927343413696194E+03	  +4.2999999999999998E+00	  +7.2500000000000000E+01	
  +4.6420000000000000E+03	  +2.1550000000000001E+01	  +1.1783055537938196E+01	  +1.8180000000000000E+03	  +5.2955241575872969E+02	  +1.2884475842412703E+03	  +1.7251628060194541E+03	  +5.4500000000000002E+00	  +6.8000000000000000E+01	
  +4.6430000000000000E+03	  +2.2450000000000003E+01	  +1.3274939176122473E+01	  +1.7532000000000000E+03	  +3.0597789383131470E+02	  +1.4472221061686853E+03	  +1.6574967521778308E+03	  +5.9000000000000004E+00	  +6.4000000000000000E+01	
  +4.6440000000000000E+03	  +2.3400000000000002E+01	  +1.3377350059651690E+01	  +2.7288000000000002E+03	  +1.5581588371407340E+03	  +1.1706411628592662E+03	  +2.7916548657183266E+03	  +5.4500000000000002E+00	  +5.9500000000000000E+01	
  +4.6450000000000000E+03	  +2.4450000000000003E+01	  +1.2845257859569585E+01	  +2.5884000000000001E+03	  +1.2038796893558244E+03	  +1.3845203106441757E+03	  +2.6089825236742881E+03	  +5.2000000000000002E+00	  +5.5500000000000000E+01	
  +4.6460000000000000E+03	  +2.5150000000000002E+01	  +1.4262181115397311E+01	  +2.2140000000000000E+03	  +7.8054979371192996E+02	  +1.4334502062880701E+03	  +2.1656896966635172E+03	  +4.5000000000000000E+00	  +5.3000000000000000E+01	
  +4.6470000000000000E+03	  +2.5600000000000001E+01	  +1.5519265295076082E+01	  +2.1708000000000002E+03	  +9.6332153073410075E+02	  +1.2074784692658995E+03	  +2.0930750349701616E+03	  +3.6000000000000001E+00	  +5.1000000000000000E+01	
  +4.6480000000000000E+03	  +2.5600000000000001E+01	  +1.6394701768351013E+01	  +1.1700000000000000E+03	  +1.9554824669499655E+02	  +9.7445175330500342E+02	  +1.0688581613051363E+03	  +3.7500000000000000E+00	  +5.0500000000000000E+01	
  +4.6490000000000000E+03	  +2.5300000000000001E+01	  +1.6256718981901827E+01	  +1.2816000000000001E+03	  +5.0659359526004704E+02	  +7.7500640473995304E+02	  +1.0625750456446701E+03	  +3.9000000000000004E+00	  +5.1500000000000000E+01	
  +4.6500000000000000E+03	  +2.4950000000000003E+01	  +1.3255097622774827E+01	  +9.0000000000000000E+02	  +5.1254532934161568E+02	  +3.8745467065838432E+02	  +5.0118441461188741E+02	  +4.2500000000000000E+00	  +5.3000000000000000E+01	
  +4.6510000000000000E+03	  +2.4300000000000001E+01	  +1.1455089343273983E+01	  +4.1760000000000002E+02	  +2.4482759304287478E+02	  +1.7277240695712524E+02	  +1.2827067472444077E+02	  +4.0000000000000000E+00	  +5.5500000000000000E+01	
  +4.6520000000000000E+03	  +2.3450000000000003E+01	  +1.1541027733823626E+01	  +4.3200000000000003E+01	  +0.0000000000000000E+00	  +4.3200000000000003E+01	  +3.8771454531540599E+01	  +3.3000000000000003E+00	  +5.8500000000000000E+01	
  +4.6530000000000000E+03	  +2.2400000000000002E+01	  +1.0638023554327390E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.6500000000000004E+00	  +6.1500000000000000E+01	
  +4.6540000000000000E+03	  +2.1150000000000002E+01	  +9.4209377515086885E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2000000000000002E+00	  +6.5000000000000000E+01	
  +4.6550000000000000E+03	  +1.9900000000000002E+01	  +8.0749896048137089E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5000000000000000E+00	  +6.8500000000000000E+01	
  +4.6560000000000000E+03	  +1.8699999999999999E+01	  +6.6963576703226408E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5000000000000000E+00	  +7.1500000000000000E+01	
  +4.6570000000000000E+03	  +1.7550000000000001E+01	  +6.1191814497360610E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7500000000000000E+00	  +7.5000000000000000E+01	
  +4.6580000000000000E+03	  +1.6400000000000002E+01	  +5.5268286423443556E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.3500000000000001E+00	  +7.9000000000000000E+01	
  +4.6590000000000000E+03	  +1.5250000000000000E+01	  +4.1438337014089370E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.0000000000000000E+00	  +8.3000000000000000E+01	
  +4.6600000000000000E+03	  +1.4100000000000001E+01	  +2.7480157902639348E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.3000000000000003E+00	  +8.8000000000000000E+01	
  +4.6610000000000000E+03	  +1.3650000000000000E+01	  +2.1085880986141774E+00	  +4.6800000000000004E+01	  +0.0000000000000000E+00	  +4.6800000000000004E+01	  +4.2002409075835651E+01	  +1.9500000000000002E+00	  +9.0500000000000000E+01	
  +4.6620000000000000E+03	  +1.4250000000000000E+01	  +2.5284389520242598E+00	  +3.4560000000000002E+02	  +1.3653104785682532E+02	  +2.0906895214317470E+02	  +1.7019299157015377E+02	  +1.8000000000000000E+00	  +8.7500000000000000E+01	
  +4.6630000000000000E+03	  +1.5350000000000001E+01	  +3.4710246736780732E+00	  +8.3160000000000002E+02	  +3.6877186440474782E+02	  +4.6282813559525221E+02	  +5.2198890648125018E+02	  +2.5000000000000000E+00	  +8.2500000000000000E+01	
  +4.6640000000000000E+03	  +1.6400000000000002E+01	  +5.9851537096189418E+00	  +9.4680000000000007E+02	  +1.6089766325974506E+02	  +7.8590233674025501E+02	  +8.3081863044638737E+02	  +3.9000000000000004E+00	  +7.8500000000000000E+01	
  +4.6650000000000000E+03	  +1.7500000000000000E+01	  +7.7622406421626806E+00	  +1.7064000000000001E+03	  +6.5665347816100677E+02	  +1.0497465218389934E+03	  +1.5612038085452166E+03	  +5.1500000000000004E+00	  +7.4000000000000000E+01	
  +4.6660000000000000E+03	  +1.8800000000000001E+01	  +8.1675826351238356E+00	  +1.9152000000000000E+03	  +6.4953639787766110E+02	  +1.2656636021223389E+03	  +1.8292410751899604E+03	  +6.1000000000000005E+00	  +6.8500000000000000E+01	
  +4.6670000000000000E+03	  +1.9700000000000003E+01	  +9.7260476316618565E+00	  +1.6308000000000000E+03	  +2.5255093214442681E+02	  +1.3782490678555732E+03	  +1.5353670734687864E+03	  +7.1000000000000005E+00	  +6.4500000000000000E+01	
  +4.6680000000000000E+03	  +2.0550000000000001E+01	  +1.0471262690223170E+01	  +2.5092000000000003E+03	  +9.7968005123817147E+02	  +1.5295199487618288E+03	  +2.5016004856246573E+03	  +7.2500000000000000E+00	  +6.1000000000000000E+01	
  +4.6690000000000000E+03	  +2.1250000000000000E+01	  +1.1114429878260978E+01	  +1.7855999999999999E+03	  +3.0474839194260232E+02	  +1.4808516080573977E+03	  +1.6958760385741439E+03	  +6.2500000000000000E+00	  +5.8000000000000000E+01	
  +4.6700000000000000E+03	  +2.1600000000000001E+01	  +1.1461360934309994E+01	  +2.0087999999999997E+03	  +5.3021588275879969E+02	  +1.4785841172412001E+03	  +1.9359365997658783E+03	  +5.7000000000000002E+00	  +5.6000000000000000E+01	
  +4.6710000000000000E+03	  +2.2000000000000000E+01	  +1.1104354478208336E+01	  +2.1600000000000000E+03	  +9.5094385346296485E+02	  +1.2090561465370351E+03	  +2.0850808588216205E+03	  +5.2500000000000000E+00	  +5.4000000000000000E+01	
  +4.6720000000000000E+03	  +2.2350000000000001E+01	  +9.1497239560274579E+00	  +2.1204000000000001E+03	  +1.3858939828337209E+03	  +7.3450601716627921E+02	  +1.9296999605456515E+03	  +5.1000000000000005E+00	  +5.3000000000000000E+01	
  +4.6730000000000000E+03	  +2.2400000000000002E+01	  +9.4517368833969613E+00	  +1.2564000000000001E+03	  +4.7777028690415824E+02	  +7.7862971309584191E+02	  +1.0477541473771510E+03	  +5.2500000000000000E+00	  +5.3500000000000000E+01	
  +4.6740000000000000E+03	  +2.2050000000000001E+01	  +1.0168428625402100E+01	  +8.5320000000000005E+02	  +4.5529635362862325E+02	  +3.9790364637137679E+02	  +4.9499672177458336E+02	  +5.5000000000000000E+00	  +5.5000000000000000E+01	
  +4.6750000000000000E+03	  +2.1400000000000002E+01	  +9.0061740486482336E+00	  +3.6719999999999999E+02	  +1.4877403327670550E+02	  +2.1842596672329449E+02	  +1.7549827220831924E+02	  +5.0000000000000000E+00	  +5.7500000000000000E+01	
  +4.6760000000000000E+03	  +2.0500000000000000E+01	  +9.0964643393939468E+00	  +5.4000000000000000E+01	  +0.0000000000000000E+00	  +5.4000000000000000E+01	  +4.8464318164425748E+01	  +3.1000000000000001E+00	  +6.0500000000000000E+01	
  +4.6770000000000000E+03	  +1.9450000000000003E+01	  +8.1820934159601961E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5000000000000000E+00	  +6.4000000000000000E+01	
  +4.6780000000000000E+03	  +1.8350000000000001E+01	  +7.1153085139765722E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.5000000000000000E+00	  +6.7500000000000000E+01	
  +4.6790000000000000E+03	  +1.7199999999999999E+01	  +5.9118515957133013E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.4000000000000004E+00	  +7.0500000000000000E+01	
  +4.6800000000000000E+03	  +1.6050000000000001E+01	  +4.6379230350847251E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +2.2000000000000002E+00	  +7.3500000000000000E+01	
  +4.6810000000000000E+03	  +1.5100000000000001E+01	  +4.3235955749043455E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5000000000000000E+00	  +7.6500000000000000E+01	
  +4.6820000000000000E+03	  +1.4250000000000000E+01	  +4.0919637144991725E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.2000000000000002E+00	  +7.9500000000000000E+01	
  +4.6830000000000000E+03	  +1.3400000000000000E+01	  +3.0567204202515654E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000002E-01	  +8.2500000000000000E+01	
  +4.6840000000000000E+03	  +1.2550000000000001E+01	  +2.0271429166991766E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +6.5000000000000002E-01	  +8.6000000000000000E+01	
  +4.6850000000000000E+03	  +1.2250000000000000E+01	  +1.5959912612125322E+00	  +5.0399999999999999E+01	  +0.0000000000000000E+00	  +5.0399999999999999E+01	  +4.5233363620130696E+01	  +4.0000000000000002E-01	  +8.7500000000000000E+01	
  +4.6860000000000000E+03	  +1.2600000000000001E+01	  +2.5988715469188719E+00	  +1.9440000000000001E+02	  +0.0000000000000000E+00	  +1.9440000000000001E+02	  +1.7447154539193269E+02	  +3.0000000000000004E-01	  +8.6000000000000000E+01	
  +4.6870000000000000E+03	  +1.2900000000000000E+01	  +3.5691518347555302E+00	  +1.9440000000000001E+02	  +0.0000000000000000E+00	  +1.9440000000000001E+02	  +1.7447154539193269E+02	  +2.5000000000000000E-01	  +8.5500000000000000E+01	
  +4.6880000000000000E+03	  +1.3400000000000000E+01	  +4.0097936026000411E+00	  +6.9839999999999998E+02	  +3.6858418764949640E+01	  +6.6154158123505033E+02	  +6.2671112558808261E+02	  +3.0000000000000004E-01	  +8.4500000000000000E+01	
  +4.6890000000000000E+03	  +1.4600000000000001E+01	  +4.3643540987129654E+00	  +1.6416000000000001E+03	  +5.9810183149676504E+02	  +1.0434981685032351E+03	  +1.5042037662744331E+03	  +6.0000000000000009E-01	  +8.0000000000000000E+01	
  +4.6900000000000000E+03	  +1.6150000000000002E+01	  +5.0389234821062132E+00	  +2.0484000000000001E+03	  +8.0554354273616786E+02	  +1.2428564572638322E+03	  +1.9704276092682321E+03	  +9.5000000000000007E-01	  +7.4000000000000000E+01	
  +4.6910000000000000E+03	  +1.7500000000000000E+01	  +6.3263407379908472E+00	  +2.1024000000000001E+03	  +6.4136958704463825E+02	  +1.4610304129553620E+03	  +2.0435903820801173E+03	  +1.1500000000000001E+00	  +6.8500000000000000E+01	
  +4.6920000000000000E+03	  +1.8699999999999999E+01	  +6.6345474811477061E+00	  +2.7108000000000002E+03	  +1.5348206712569279E+03	  +1.1759793287430723E+03	  +2.7798286425011602E+03	  +1.0000000000000000E+00	  +6.3500000000000000E+01	
  +4.6930000000000000E+03	  +2.0000000000000000E+01	  +4.4811991155321493E+00	  +3.2868000000000002E+03	  +2.4614556983462749E+03	  +8.2534430165372532E+02	  +3.4444703532350700E+03	  +1.1000000000000001E+00	  +5.8500000000000000E+01	
  +4.6940000000000000E+03	  +2.1150000000000002E+01	  +4.8465597334546828E+00	  +2.8872000000000003E+03	  +1.8474437941098079E+03	  +1.0397562058901924E+03	  +2.9440403846523554E+03	  +1.2000000000000002E+00	  +5.5000000000000000E+01	
  +4.6950000000000000E+03	  +2.1800000000000001E+01	  +8.2537684227787054E+00	  +2.3364000000000001E+03	  +1.3318990580264233E+03	  +1.0045009419735768E+03	  +2.2827881248849535E+03	  +1.5500000000000000E+00	  +5.3500000000000000E+01	
  +4.6960000000000000E+03	  +2.1950000000000003E+01	  +1.0289829799970505E+01	  +1.5732000000000000E+03	  +5.0403303321336830E+02	  +1.0691669667866317E+03	  +1.4424061922462849E+03	  +2.0000000000000000E+00	  +5.3500000000000000E+01	
  +4.6970000000000000E+03	  +2.1700000000000003E+01	  +1.1103224005035656E+01	  +1.1268000000000000E+03	  +2.4759031256497229E+02	  +8.7920968743502772E+02	  +9.7748204436651883E+02	  +1.7500000000000000E+00	  +5.5000000000000000E+01	
  +4.6980000000000000E+03	  +2.1100000000000001E+01	  +1.1542253380325747E+01	  +5.5439999999999998E+02	  +5.1518309202161973E+01	  +5.0288169079783802E+02	  +4.7144482769646658E+02	  +1.4000000000000001E+00	  +5.7500000000000000E+01	
  +4.6990000000000000E+03	  +2.0250000000000000E+01	  +1.1672496269184535E+01	  +1.9800000000000000E+02	  +0.0000000000000000E+00	  +1.9800000000000000E+02	  +1.7770249993622775E+02	  +1.2500000000000000E+00	  +6.1500000000000000E+01	
  +4.7000000000000000E+03	  +1.9350000000000001E+01	  +1.0969263971100588E+01	  +3.9600000000000001E+01	  +0.0000000000000000E+00	  +3.9600000000000001E+01	  +3.5540499987245546E+01	  +1.2000000000000002E+00	  +6.5500000000000000E+01	
  +4.7010000000000000E+03	  +1.8550000000000001E+01	  +9.6031441411050764E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1500000000000001E+00	  +6.8500000000000000E+01	
  +4.7020000000000000E+03	  +1.7900000000000002E+01	  +8.3305360534508850E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.0000000000000000E+00	  +7.1000000000000000E+01	
  +4.7030000000000000E+03	  +1.7300000000000001E+01	  +7.7406171940310173E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +9.0000000000000002E-01	  +7.3000000000000000E+01	
  +4.7040000000000000E+03	  +1.6650000000000002E+01	  +7.0398577293499898E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.1000000000000001E+00	  +7.5000000000000000E+01	
  +4.7050000000000000E+03	  +1.6000000000000000E+01	  +6.2568229834456588E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.5000000000000000E+00	  +7.6000000000000000E+01	
  +4.7060000000000000E+03	  +1.5400000000000000E+01	  +5.4795624163397747E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.4500000000000002E+00	  +7.7500000000000000E+01	
  +4.7070000000000000E+03	  +1.4800000000000001E+01	  +4.7571556342296617E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.6500000000000001E+00	  +8.0500000000000000E+01	
  +4.7080000000000000E+03	  +1.4200000000000001E+01	  +4.0402833192479193E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +1.7000000000000002E+00	  +8.3500000000000000E+01	
  +4.7090000000000000E+03	  +1.4000000000000000E+01	  +3.7426740642873710E+00	  +3.2399999999999999E+01	  +0.0000000000000000E+00	  +3.2399999999999999E+01	  +2.9078590898655445E+01	  +1.2500000000000000E+00	  +8.5500000000000000E+01	
  +4.7100000000000000E+03	  +1.4500000000000000E+01	  +4.2400447210802668E+00	  +2.9519999999999999E+02	  +5.4286092806441914E+01	  +2.4091390719355809E+02	  +2.0973726460141842E+02	  +1.6000000000000001E+00	  +8.5500000000000000E+01	
  +4.7110000000000000E+03	  +1.5500000000000000E+01	  +5.2598370095295763E+00	  +7.7039999999999998E+02	  +2.6747549757515827E+02	  +5.0292450242484171E+02	  +5.2921133484876202E+02	  +2.3500000000000001E+00	  +8.3000000000000000E+01	
  +4.7120000000000000E+03	  +1.6550000000000001E+01	  +7.0260602947288930E+00	  +9.3600000000000000E+02	  +1.4139381588955192E+02	  +7.9460618411044811E+02	  +8.2534731124338850E+02	  +2.6000000000000001E+00	  +7.9500000000000000E+01	
  +4.7130000000000000E+03	  +1.7199999999999999E+01	  +8.3591514729256460E+00	  +8.3880000000000007E+02	  +4.7350182886792787E+01	  +7.9144981711320725E+02	  +7.6230559638035356E+02	  +2.9500000000000002E+00	  +7.7500000000000000E+01	
